Paper Title,Author Names,Author URLs,Conference Name,Conference Year
Street view goes indoors: Automatic pose estimation from uncalibrated unordered spherical panoramas.,Mohamed Aly,https://dblp.org/pid/41/3871-2.html,WACV,2012
Street view goes indoors: Automatic pose estimation from uncalibrated unordered spherical panoramas.,Jean-Yves Bouguet,https://dblp.org/pid/08/3787.html,WACV,2012
Implementing high resolution structured light by exploiting projector blur.,Camillo J. Taylor,https://dblp.org/pid/t/CamilloJTaylor.html,WACV,2012
A new upsampling method for mobile LiDAR data.,Ruisheng Wang,https://dblp.org/pid/42/5211.html,WACV,2012
A new upsampling method for mobile LiDAR data.,Jeff Bach,https://dblp.org/pid/31/7550.html,WACV,2012
A new upsampling method for mobile LiDAR data.,Jane MacFarlane,https://dblp.org/pid/76/1788.html,WACV,2012
A new upsampling method for mobile LiDAR data.,Frank P. Ferrie,https://dblp.org/pid/57/4701.html,WACV,2012
PTZ camera network calibration from moving people in sports broadcasts.,Jens Puwein,https://dblp.org/pid/27/8294.html,WACV,2012
PTZ camera network calibration from moving people in sports broadcasts.,Remo Ziegler,https://dblp.org/pid/30/3117.html,WACV,2012
PTZ camera network calibration from moving people in sports broadcasts.,Luca Ballan,https://dblp.org/pid/14/1237.html,WACV,2012
PTZ camera network calibration from moving people in sports broadcasts.,Marc Pollefeys,https://dblp.org/pid/p/MarcPollefeys.html,WACV,2012
Real-time 3-D face tracking and modeling from awebcam.,Jongmoo Choi,https://dblp.org/pid/61/4476.html,WACV,2012
Real-time 3-D face tracking and modeling from awebcam.,Yann Dumortier,https://dblp.org/pid/20/11103.html,WACV,2012
Real-time 3-D face tracking and modeling from awebcam.,Sang-Il Choi,https://dblp.org/pid/82/846.html,WACV,2012
Real-time 3-D face tracking and modeling from awebcam.,Muhammad Bilal Ahmad,https://dblp.org/pid/62/903.html,WACV,2012
Real-time 3-D face tracking and modeling from awebcam.,Gérard G. Medioni,https://dblp.org/pid/02/3016.html,WACV,2012
Improving realism of 3D texture using component based modeling.,Siddharth Kherada,https://dblp.org/pid/32/11103.html,WACV,2012
Improving realism of 3D texture using component based modeling.,Prateek Pandey,https://dblp.org/pid/36/11103.html,WACV,2012
Improving realism of 3D texture using component based modeling.,Anoop M. Namboodiri,https://dblp.org/pid/16/143.html,WACV,2012
Mutual occlusion between real and virtual elements in Augmented Reality based on fiducial markers.,Silvio Ricardo Rodrigues Sanches,https://dblp.org/pid/14/1279.html,WACV,2012
Mutual occlusion between real and virtual elements in Augmented Reality based on fiducial markers.,Daniel Makoto Tokunaga,https://dblp.org/pid/20/7557.html,WACV,2012
Mutual occlusion between real and virtual elements in Augmented Reality based on fiducial markers.,Valdinei F. Silva,https://dblp.org/pid/18/527.html,WACV,2012
Mutual occlusion between real and virtual elements in Augmented Reality based on fiducial markers.,Antonio Carlos Sementille,https://dblp.org/pid/86/1502.html,WACV,2012
Mutual occlusion between real and virtual elements in Augmented Reality based on fiducial markers.,Romero Tori,https://dblp.org/pid/31/1696.html,WACV,2012
Efficient tracking of ants in long video with GPU and interaction.,Corey Poff,https://dblp.org/pid/38/11103.html,WACV,2012
Efficient tracking of ants in long video with GPU and interaction.,Hoan Nguyen,https://dblp.org/pid/11/7137.html,WACV,2012
Efficient tracking of ants in long video with GPU and interaction.,Timothy Kang,https://dblp.org/pid/41/11103.html,WACV,2012
Efficient tracking of ants in long video with GPU and interaction.,Min C. Shin,https://dblp.org/pid/67/341.html,WACV,2012
Fast graph cuts using shrink-expand reparameterization.,Parikshit Sakurikar,https://dblp.org/pid/39/11103.html,WACV,2012
Fast graph cuts using shrink-expand reparameterization.,P. J. Narayanan,https://dblp.org/pid/n/PJNarayanan.html,WACV,2012
Non-rigid surface detection for gestural interaction with applicable surfaces.,Andrew Ziegler,https://dblp.org/pid/31/11103.html,WACV,2012
Non-rigid surface detection for gestural interaction with applicable surfaces.,Serge J. Belongie,https://dblp.org/pid/b/SJBelongie.html,WACV,2012
Face typing: Vision-based perceptual interface for hands-free text entry with a scrollable virtual keyboard.,Yulia Gizatdinova,https://dblp.org/pid/61/4489.html,WACV,2012
Face typing: Vision-based perceptual interface for hands-free text entry with a scrollable virtual keyboard.,Oleg Spakov,https://dblp.org/pid/87/2680.html,WACV,2012
Face typing: Vision-based perceptual interface for hands-free text entry with a scrollable virtual keyboard.,Veikko Surakka,https://dblp.org/pid/65/5413.html,WACV,2012
Real-time stereo and flow-based video segmentation with superpixels.,Michael Van den Bergh,https://dblp.org/pid/36/6686.html,WACV,2012
Real-time stereo and flow-based video segmentation with superpixels.,Luc Van Gool,https://dblp.org/pid/61/5017.html,WACV,2012
Illumination-free photometric metric for range image registration.,Diego Thomas,https://dblp.org/pid/84/9447.html,WACV,2012
Illumination-free photometric metric for range image registration.,Akihiro Sugimoto,https://dblp.org/pid/36/4318.html,WACV,2012
Robust tracking for interactive social video.,Stefan Wilk,https://dblp.org/pid/45/11103.html,WACV,2012
Robust tracking for interactive social video.,Stephan Kopf,https://dblp.org/pid/33/724.html,WACV,2012
Robust tracking for interactive social video.,Wolfgang Effelsberg,https://dblp.org/pid/e/WEffelsberg.html,WACV,2012
A sparse representation approach to face matching across plastic surgery.,Gaurav Aggarwal,https://dblp.org/pid/14/5218.html,WACV,2012
A sparse representation approach to face matching across plastic surgery.,Soma Biswas,https://dblp.org/pid/82/2665.html,WACV,2012
A sparse representation approach to face matching across plastic surgery.,Patrick J. Flynn,https://dblp.org/pid/45/2338.html,WACV,2012
A sparse representation approach to face matching across plastic surgery.,Kevin W. Bowyer,https://dblp.org/pid/b/KevinWBowyer.html,WACV,2012
A complementary local feature descriptor for face identification.,Jonghyun Choi,https://dblp.org/pid/21/11103.html,WACV,2012
A complementary local feature descriptor for face identification.,William Robson Schwartz,https://dblp.org/pid/78/6398.html,WACV,2012
A complementary local feature descriptor for face identification.,Huimin Guo,https://dblp.org/pid/85/8779.html,WACV,2012
A complementary local feature descriptor for face identification.,Larry S. Davis,https://dblp.org/pid/d/LarrySDavis.html,WACV,2012
Predicting human gaze using quaternion DCT image signature saliency and face detection.,Boris Schauerte,https://dblp.org/pid/61/7446.html,WACV,2012
