Paper Title,Author Names,Author URLs,Conference Name,Conference Year
CNN Image Retrieval Learns from BoW: Unsupervised Fine-Tuning with Hard Examples.,Filip Radenovic,https://dblp.org/pid/128/0945.html,ECCV,2016
CNN Image Retrieval Learns from BoW: Unsupervised Fine-Tuning with Hard Examples.,Giorgos Tolias,https://dblp.org/pid/09/4652.html,ECCV,2016
CNN Image Retrieval Learns from BoW: Unsupervised Fine-Tuning with Hard Examples.,Ondrej Chum,https://dblp.org/pid/96/63.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Wei Liu,https://dblp.org/pid/49/3283-15.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Dragomir Anguelov,https://dblp.org/pid/a/DragomirAnguelov.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Dumitru Erhan,https://dblp.org/pid/97/2914.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Christian Szegedy,https://dblp.org/pid/78/1537.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Scott E. Reed,https://dblp.org/pid/178/2861.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Cheng-Yang Fu,https://dblp.org/pid/22/7453.html,ECCV,2016
SSD: Single Shot MultiBox Detector.,Alexander C. Berg,https://dblp.org/pid/73/2348.html,ECCV,2016
A Recurrent Encoder-Decoder Network for Sequential Face Alignment.,Xi Peng,https://dblp.org/pid/149/7762-5.html,ECCV,2016
A Recurrent Encoder-Decoder Network for Sequential Face Alignment.,Rogério Schmidt Feris,https://dblp.org/pid/f/RogerioSchmidtFeris.html,ECCV,2016
A Recurrent Encoder-Decoder Network for Sequential Face Alignment.,Xiaoyu Wang,https://dblp.org/pid/58/4775-2.html,ECCV,2016
A Recurrent Encoder-Decoder Network for Sequential Face Alignment.,Dimitris N. Metaxas,https://dblp.org/pid/m/DNMetaxas.html,ECCV,2016
Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks.,Shengtao Xiao,https://dblp.org/pid/120/8229.html,ECCV,2016
Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks.,Jiashi Feng,https://dblp.org/pid/56/8278.html,ECCV,2016
Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks.,Junliang Xing,https://dblp.org/pid/43/7659.html,ECCV,2016
Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks.,Hanjiang Lai,https://dblp.org/pid/31/9937.html,ECCV,2016
Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks.,Shuicheng Yan,https://dblp.org/pid/y/ShuichengYan.html,ECCV,2016
Robust Facial Landmark Detection via Recurrent Attentive-Refinement Networks.,Ashraf A. Kassim,https://dblp.org/pid/08/6127.html,ECCV,2016
Learning to Refine Object Segments.,Pedro Oliveira Pinheiro,https://dblp.org/pid/131/6609.html,ECCV,2016
Learning to Refine Object Segments.,Tsung-Yi Lin,https://dblp.org/pid/47/8105.html,ECCV,2016
Learning to Refine Object Segments.,Ronan Collobert,https://dblp.org/pid/03/4032.html,ECCV,2016
Learning to Refine Object Segments.,Piotr Dollár,https://dblp.org/pid/62/750.html,ECCV,2016
Deep Automatic Portrait Matting.,Xiaoyong Shen,https://dblp.org/pid/71/11418.html,ECCV,2016
Deep Automatic Portrait Matting.,Xin Tao,https://dblp.org/pid/98/7443-1.html,ECCV,2016
Deep Automatic Portrait Matting.,Hongyun Gao,https://dblp.org/pid/04/9662.html,ECCV,2016
Deep Automatic Portrait Matting.,Chao Zhou,https://dblp.org/pid/72/4184-1.html,ECCV,2016
Deep Automatic Portrait Matting.,Jiaya Jia,https://dblp.org/pid/31/5649.html,ECCV,2016
Segmentation from Natural Language Expressions.,Ronghang Hu,https://dblp.org/pid/155/1943.html,ECCV,2016
Segmentation from Natural Language Expressions.,Marcus Rohrbach,https://dblp.org/pid/65/7271.html,ECCV,2016
Segmentation from Natural Language Expressions.,Trevor Darrell,https://dblp.org/pid/d/TrevorDarrell.html,ECCV,2016
Semantic Object Parsing with Graph LSTM.,Xiaodan Liang,https://dblp.org/pid/136/0900.html,ECCV,2016
Semantic Object Parsing with Graph LSTM.,Xiaohui Shen,https://dblp.org/pid/88/6582.html,ECCV,2016
Semantic Object Parsing with Graph LSTM.,Jiashi Feng,https://dblp.org/pid/56/8278.html,ECCV,2016
