paper_title,author_name,author_link,conference_name,conference_year
A Model-Based Approach for Automated Feature Extraction in Fundus Images.,Huiqi Li,https://dblp.org/pid/40/4823.html,ICCV,2003
A Model-Based Approach for Automated Feature Extraction in Fundus Images.,Opas Chutatape,https://dblp.org/pid/94/563.html,ICCV,2003
Information Theoretic Focal Length Selection for Real-Time Active 3-D Object Tracking.,Joachim Denzler,https://dblp.org/pid/d/JoachimDenzler.html,ICCV,2003
Information Theoretic Focal Length Selection for Real-Time Active 3-D Object Tracking.,Matthias Zobel,https://dblp.org/pid/20/5053.html,ICCV,2003
Information Theoretic Focal Length Selection for Real-Time Active 3-D Object Tracking.,Heinrich Niemann,https://dblp.org/pid/n/HeinrichNiemann.html,ICCV,2003
Shape Gradients for Histogram Segmentation using Active Contours.,Stéphanie Jehan-Besson,https://dblp.org/pid/j/SJehanBesson.html,ICCV,2003
Shape Gradients for Histogram Segmentation using Active Contours.,Michel Barlaud,https://dblp.org/pid/b/MichelBarlaud.html,ICCV,2003
Shape Gradients for Histogram Segmentation using Active Contours.,Gilles Aubert,https://dblp.org/pid/10/4890.html,ICCV,2003
Shape Gradients for Histogram Segmentation using Active Contours.,Olivier D. Faugeras,https://dblp.org/pid/48/4143.html,ICCV,2003
Fast Intensity-based 2D-3D Image Registration of Clinical Data Using Light Fields.,Daniel B. Russakoff,https://dblp.org/pid/11/5573.html,ICCV,2003
Fast Intensity-based 2D-3D Image Registration of Clinical Data Using Light Fields.,Torsten Rohlfing,https://dblp.org/pid/r/TorstenRohlfing.html,ICCV,2003
Fast Intensity-based 2D-3D Image Registration of Clinical Data Using Light Fields.,Calvin R. Maurer Jr.,https://dblp.org/pid/m/CalvinRMaurer.html,ICCV,2003
Integrated Edge and Junction Detection with the Boundary Tensor.,Ullrich Köthe,https://dblp.org/pid/15/809.html,ICCV,2003
Space-time Interest Points.,Ivan Laptev,https://dblp.org/pid/41/1854.html,ICCV,2003
Space-time Interest Points.,Tony Lindeberg,https://dblp.org/pid/33/1119.html,ICCV,2003
Good continuations in digital image level lines.,Frédéric Cao,https://dblp.org/pid/45/1893.html,ICCV,2003
On the Use of Marginal Statistics of Subband Images.,Joshua Gluckman,https://dblp.org/pid/89/6137.html,ICCV,2003
Mean Shift Based Clustering in High Dimensions: A Texture Classification Example.,Bogdan Georgescu,https://dblp.org/pid/91/1880.html,ICCV,2003
Mean Shift Based Clustering in High Dimensions: A Texture Classification Example.,Ilan Shimshoni,https://dblp.org/pid/12/5204.html,ICCV,2003
Mean Shift Based Clustering in High Dimensions: A Texture Classification Example.,Peter Meer,https://dblp.org/pid/60/6290.html,ICCV,2003
Improved Fast Gauss Transform and Efficient Kernel Density Estimation.,Changjiang Yang,https://dblp.org/pid/09/933.html,ICCV,2003
Improved Fast Gauss Transform and Efficient Kernel Density Estimation.,Ramani Duraiswami,https://dblp.org/pid/d/RamaniDuraiswami.html,ICCV,2003
Improved Fast Gauss Transform and Efficient Kernel Density Estimation.,Nail A. Gumerov,https://dblp.org/pid/54/2989.html,ICCV,2003
Improved Fast Gauss Transform and Efficient Kernel Density Estimation.,Larry S. Davis,https://dblp.org/pid/d/LarrySDavis.html,ICCV,2003
Unsupervised Image Translation.,Rómer Rosales,https://dblp.org/pid/75/4261.html,ICCV,2003
Unsupervised Image Translation.,Kannan Achan,https://dblp.org/pid/39/463.html,ICCV,2003
Unsupervised Image Translation.,Brendan J. Frey,https://dblp.org/pid/15/1159.html,ICCV,2003
On Exploiting Occlusions in Multiple-view Geometry.,Paolo Favaro,https://dblp.org/pid/02/4162.html,ICCV,2003
On Exploiting Occlusions in Multiple-view Geometry.,Alessandro Duci,https://dblp.org/pid/57/6496.html,ICCV,2003
On Exploiting Occlusions in Multiple-view Geometry.,Yi Ma,https://dblp.org/pid/69/1112-1.html,ICCV,2003
On Exploiting Occlusions in Multiple-view Geometry.,Stefano Soatto,https://dblp.org/pid/08/1262.html,ICCV,2003
An Efficient Image Similarity Measure Based on Approximations of KL-Divergence Between Two Gaussian Mixtures.,Jacob Goldberger,https://dblp.org/pid/65/6574.html,ICCV,2003
An Efficient Image Similarity Measure Based on Approximations of KL-Divergence Between Two Gaussian Mixtures.,Shiri Gordon,https://dblp.org/pid/10/1373.html,ICCV,2003
An Efficient Image Similarity Measure Based on Approximations of KL-Divergence Between Two Gaussian Mixtures.,Hayit Greenspan,https://dblp.org/pid/51/382.html,ICCV,2003
Machine Learning and Multiscale Methods in the Identification of Bivalve Larvae.,Sanjay Tiwari,https://dblp.org/pid/83/6456.html,ICCV,2003
Machine Learning and Multiscale Methods in the Identification of Bivalve Larvae.,Scott Gallager,https://dblp.org/pid/56/3174.html,ICCV,2003
A Segmentation Algorithm for Contrast-Enhanced Images.,Junhwan Kim,https://dblp.org/pid/46/2367.html,ICCV,2003
A Segmentation Algorithm for Contrast-Enhanced Images.,Ramin Zabih,https://dblp.org/pid/z/RaminZabih.html,ICCV,2003
Reinforcement Learning for Combining Relevance Feedback Techniques.,Peng-Yeng Yin,https://dblp.org/pid/50/5864.html,ICCV,2003
Reinforcement Learning for Combining Relevance Feedback Techniques.,Bir Bhanu,https://dblp.org/pid/b/BirBhanu.html,ICCV,2003
Reinforcement Learning for Combining Relevance Feedback Techniques.,Kuang-Cheng Chang,https://dblp.org/pid/17/5446.html,ICCV,2003
Reinforcement Learning for Combining Relevance Feedback Techniques.,Anlei Dong,https://dblp.org/pid/28/6385.html,ICCV,2003
Automatically Labeling Video Data Using Multi-class Active Learning.,Rong Yan,https://dblp.org/pid/51/1293.html,ICCV,2003
Automatically Labeling Video Data Using Multi-class Active Learning.,Jie Yang,https://dblp.org/pid/12/1198-1.html,ICCV,2003
Automatically Labeling Video Data Using Multi-class Active Learning.,Alexander G. Hauptmann,https://dblp.org/pid/h/AlexanderGHauptmann.html,ICCV,2003
Fast Vehicle Detection with Probabilistic Feature Grouping and its Application to Vehicle Tracking.,Zu Whan Kim,https://dblp.org/pid/93/3395.html,ICCV,2003
Fast Vehicle Detection with Probabilistic Feature Grouping and its Application to Vehicle Tracking.,Jitendra Malik,https://dblp.org/pid/58/2944.html,ICCV,2003
An automatic drowning detection surveillance system for challenging outdoor pool environments.,How-Lung Eng,https://dblp.org/pid/11/1345.html,ICCV,2003
An automatic drowning detection surveillance system for challenging outdoor pool environments.,Kar-Ann Toh,https://dblp.org/pid/18/1519.html,ICCV,2003
An automatic drowning detection surveillance system for challenging outdoor pool environments.,Alvin Harvey Kam,https://dblp.org/pid/68/862.html,ICCV,2003
An automatic drowning detection surveillance system for challenging outdoor pool environments.,Junxian Wang,https://dblp.org/pid/41/3210.html,ICCV,2003
An automatic drowning detection surveillance system for challenging outdoor pool environments.,Wei-Yun Yau,https://dblp.org/pid/15/6819.html,ICCV,2003
The Catchment Feature Model for Multimodal Language Analysis.,Francis K. H. Quek,https://dblp.org/pid/61/3950.html,ICCV,2003
"Cumulative Residual Entropy, A New Measure of Information & its Application to Image Alignment.",Fei Wang,https://dblp.org/pid/52/3194-2.html,ICCV,2003
"Cumulative Residual Entropy, A New Measure of Information & its Application to Image Alignment.",Baba C. Vemuri,https://dblp.org/pid/93/1847.html,ICCV,2003
"Cumulative Residual Entropy, A New Measure of Information & its Application to Image Alignment.",Murali Rao,https://dblp.org/pid/49/2006.html,ICCV,2003
"Cumulative Residual Entropy, A New Measure of Information & its Application to Image Alignment.",Yunmei Chen,https://dblp.org/pid/c/YunmeiChen.html,ICCV,2003
"Nonmetric Lens Distortion Calibration: Closed-form Solutions, Robust Estimation and Model Selection.",Moumen T. El-Melegy,https://dblp.org/pid/88/3695.html,ICCV,2003
"Nonmetric Lens Distortion Calibration: Closed-form Solutions, Robust Estimation and Model Selection.",Aly A. Farag,https://dblp.org/pid/55/6410.html,ICCV,2003
Determining Reflectance and Light Position from a Single Image Without Distant Illumination Assumption.,Kenji Hara,https://dblp.org/pid/79/2441.html,ICCV,2003
Determining Reflectance and Light Position from a Single Image Without Distant Illumination Assumption.,Ko Nishino,https://dblp.org/pid/07/2706.html,ICCV,2003
Determining Reflectance and Light Position from a Single Image Without Distant Illumination Assumption.,Katsushi Ikeuchi,https://dblp.org/pid/44/4771.html,ICCV,2003
Phenomenological Eigenfunctions for Image Irradiance.,Peter Nillius,https://dblp.org/pid/30/2856.html,ICCV,2003
Phenomenological Eigenfunctions for Image Irradiance.,Jan-Olof Eklundh,https://dblp.org/pid/69/1593.html,ICCV,2003
Dealing with Textureless Regions and Specular Highlights - A Progressive Space Carving Scheme Using a Novel Photo-consistency Measure.,Ruigang Yang,https://dblp.org/pid/08/5690.html,ICCV,2003
Dealing with Textureless Regions and Specular Highlights - A Progressive Space Carving Scheme Using a Novel Photo-consistency Measure.,Marc Pollefeys,https://dblp.org/pid/p/MarcPollefeys.html,ICCV,2003
Dealing with Textureless Regions and Specular Highlights - A Progressive Space Carving Scheme Using a Novel Photo-consistency Measure.,Greg Welch,https://dblp.org/pid/w/GregoryFWelch.html,ICCV,2003
Outlier Correction in Image Sequences for the Affine Camera.,Du Q. Huynh,https://dblp.org/pid/35/2599.html,ICCV,2003
Outlier Correction in Image Sequences for the Affine Camera.,R. Hartley,https://dblp.org/pid/30/1983.html,ICCV,2003
Outlier Correction in Image Sequences for the Affine Camera.,Anders Heyden,https://dblp.org/pid/85/717.html,ICCV,2003
Voxel Carving for Specular Surfaces.,Thomas Bonfort,https://dblp.org/pid/58/5230.html,ICCV,2003
Voxel Carving for Specular Surfaces.,Peter F. Sturm,https://dblp.org/pid/s/PeterFSturm.html,ICCV,2003
Variational Stereovision and 3D Scene Flow Estimation with Statistical Similarity Measures.,Jean-Philippe Pons,https://dblp.org/pid/98/2742.html,ICCV,2003
Variational Stereovision and 3D Scene Flow Estimation with Statistical Similarity Measures.,Renaud Keriven,https://dblp.org/pid/00/4650.html,ICCV,2003
Variational Stereovision and 3D Scene Flow Estimation with Statistical Similarity Measures.,Olivier D. Faugeras,https://dblp.org/pid/48/4143.html,ICCV,2003
Variational Stereovision and 3D Scene Flow Estimation with Statistical Similarity Measures.,Gerardo Hermosillo,https://dblp.org/pid/23/3692.html,ICCV,2003
Two-Frame Wide Baseline Matching.,Jiangjian Xiao,https://dblp.org/pid/47/684.html,ICCV,2003
Two-Frame Wide Baseline Matching.,Mubarak Shah,https://dblp.org/pid/s/MubarakShah.html,ICCV,2003
Fast Stereo Matching Using Reliability-Based Dynamic Programming and Consistency Constraints.,Minglun Gong,https://dblp.org/pid/18/1338.html,ICCV,2003
Fast Stereo Matching Using Reliability-Based Dynamic Programming and Consistency Constraints.,Yee-Hong Yang,https://dblp.org/pid/01/184.html,ICCV,2003
"Shape and Motion under Varying Illumination: Unifying Structure from Motion, Photometric Stereo, and Multi-view Stereo.",Li Zhang,https://dblp.org/pid/89/5992-3.html,ICCV,2003
"Shape and Motion under Varying Illumination: Unifying Structure from Motion, Photometric Stereo, and Multi-view Stereo.",Brian Curless,https://dblp.org/pid/c/BrianCurless.html,ICCV,2003
"Shape and Motion under Varying Illumination: Unifying Structure from Motion, Photometric Stereo, and Multi-view Stereo.",Aaron Hertzmann,https://dblp.org/pid/91/3132.html,ICCV,2003
"Shape and Motion under Varying Illumination: Unifying Structure from Motion, Photometric Stereo, and Multi-view Stereo.",Steven M. Seitz,https://dblp.org/pid/s/StevenMSeitz.html,ICCV,2003
Unsupervised Improvement of Visual Detectors using Co-Training.,Anat Levin,https://dblp.org/pid/35/4557.html,ICCV,2003
Unsupervised Improvement of Visual Detectors using Co-Training.,Paul A. Viola,https://dblp.org/pid/v/PaulAViola.html,ICCV,2003
Unsupervised Improvement of Visual Detectors using Co-Training.,Yoav Freund,https://dblp.org/pid/f/YoavFreund.html,ICCV,2003
Selection of Scale-Invariant Parts for Object Class Recognition.,Gyuri Dorkó,https://dblp.org/pid/16/6362.html,ICCV,2003
Selection of Scale-Invariant Parts for Object Class Recognition.,Cordelia Schmid,https://dblp.org/pid/s/CordeliaSchmid.html,ICCV,2003
