paper_title,author_name,author_link,conference_name,conference_year
"IEEE International Conference on Computer Vision, ICCV 2011, Barcelona, Spain, November 6-13, 2011.",Dimitris N. Metaxas,https://dblp.org/pid/m/DNMetaxas.html,ICCV,2011
"IEEE International Conference on Computer Vision, ICCV 2011, Barcelona, Spain, November 6-13, 2011.",Long Quan,https://dblp.org/pid/04/575.html,ICCV,2011
"IEEE International Conference on Computer Vision, ICCV 2011, Barcelona, Spain, November 6-13, 2011.",Alberto Sanfeliu,https://dblp.org/pid/10/4340.html,ICCV,2011
"IEEE International Conference on Computer Vision, ICCV 2011, Barcelona, Spain, November 6-13, 2011.",Luc Van Gool,https://dblp.org/pid/61/5017.html,ICCV,2011
A nonparametric Riemannian framework on tensor field with application to foreground segmentation.,Rui Caseiro,https://dblp.org/pid/06/6058.html,ICCV,2011
A nonparametric Riemannian framework on tensor field with application to foreground segmentation.,João F. Henriques,https://dblp.org/pid/31/8617.html,ICCV,2011
A nonparametric Riemannian framework on tensor field with application to foreground segmentation.,Pedro Martins,https://dblp.org/pid/59/2784-4.html,ICCV,2011
A nonparametric Riemannian framework on tensor field with application to foreground segmentation.,Jorge P. Batista,https://dblp.org/pid/26/4565.html,ICCV,2011
Are spatial and global constraints really necessary for segmentation?,Aurélien Lucchi,https://dblp.org/pid/14/5780.html,ICCV,2011
Are spatial and global constraints really necessary for segmentation?,Yunpeng Li,https://dblp.org/pid/82/3013.html,ICCV,2011
Are spatial and global constraints really necessary for segmentation?,Xavier Boix Bosch,https://dblp.org/pid/87/8652.html,ICCV,2011
Are spatial and global constraints really necessary for segmentation?,Kevin Smith,https://dblp.org/pid/07/4241-1.html,ICCV,2011
Are spatial and global constraints really necessary for segmentation?,Pascal Fua,https://dblp.org/pid/f/PFua.html,ICCV,2011
Illumination demultiplexing from a single image.,Christine Chen,https://dblp.org/pid/86/9924.html,ICCV,2011
Illumination demultiplexing from a single image.,Daniel A. Vaquero,https://dblp.org/pid/46/2513.html,ICCV,2011
Illumination demultiplexing from a single image.,Matthew A. Turk,https://dblp.org/pid/61/3381.html,ICCV,2011
Silhouette-based object phenotype recognition using 3D shape priors.,Yu Chen,https://dblp.org/pid/87/1254-9.html,ICCV,2011
Silhouette-based object phenotype recognition using 3D shape priors.,Tae-Kyun Kim,https://dblp.org/pid/28/787.html,ICCV,2011
Silhouette-based object phenotype recognition using 3D shape priors.,Roberto Cipolla,https://dblp.org/pid/c/RobertoCipolla.html,ICCV,2011
Optimal object matching via convexification and composition.,Hongsheng Li,https://dblp.org/pid/27/7402-1.html,ICCV,2011
Optimal object matching via convexification and composition.,Junzhou Huang,https://dblp.org/pid/22/1170.html,ICCV,2011
Optimal object matching via convexification and composition.,Shaoting Zhang,https://dblp.org/pid/53/3894.html,ICCV,2011
Optimal object matching via convexification and composition.,Xiaolei Huang,https://dblp.org/pid/293/8974.html,ICCV,2011
Unsupervised learning of event AND-OR grammar and semantics from video.,Zhangzhang Si,https://dblp.org/pid/81/6363.html,ICCV,2011
Unsupervised learning of event AND-OR grammar and semantics from video.,Mingtao Pei,https://dblp.org/pid/77/7398.html,ICCV,2011
Unsupervised learning of event AND-OR grammar and semantics from video.,Benjamin Z. Yao,https://dblp.org/pid/134/7162.html,ICCV,2011
Unsupervised learning of event AND-OR grammar and semantics from video.,Song-Chun Zhu,https://dblp.org/pid/10/10313.html,ICCV,2011
A general preconditioning scheme for difference measures in deformable registration.,Darko Zikic,https://dblp.org/pid/63/2085.html,ICCV,2011
A general preconditioning scheme for difference measures in deformable registration.,Maximilian Baust,https://dblp.org/pid/77/7977.html,ICCV,2011
A general preconditioning scheme for difference measures in deformable registration.,Ali Kamen,https://dblp.org/pid/38/8280.html,ICCV,2011
A general preconditioning scheme for difference measures in deformable registration.,Nassir Navab,https://dblp.org/pid/n/NassirNavab.html,ICCV,2011
Source camera identification using Auto-White Balance approximation.,Zhonghai Deng,https://dblp.org/pid/82/10771.html,ICCV,2011
Source camera identification using Auto-White Balance approximation.,Arjan Gijsenij,https://dblp.org/pid/23/6260.html,ICCV,2011
Source camera identification using Auto-White Balance approximation.,Jingyuan Zhang,https://dblp.org/pid/71/700.html,ICCV,2011
Fusing visual and range imaging for object class recognition.,Aharon Bar-Hillel,https://dblp.org/pid/72/1301.html,ICCV,2011
Fusing visual and range imaging for object class recognition.,Dmitri Hanukaev,https://dblp.org/pid/86/10771.html,ICCV,2011
