paper_title,author_name,author_link,conference_name,conference_year
Ask Your Neurons: A Neural-Based Approach to Answering Questions about Images.,Mateusz Malinowski,https://dblp.org/pid/10/3451.html,ICCV,2015
Ask Your Neurons: A Neural-Based Approach to Answering Questions about Images.,Marcus Rohrbach,https://dblp.org/pid/65/7271.html,ICCV,2015
Ask Your Neurons: A Neural-Based Approach to Answering Questions about Images.,Mario Fritz,https://dblp.org/pid/07/5701.html,ICCV,2015
"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing.",Hamid Izadinia,https://dblp.org/pid/85/7268.html,ICCV,2015
"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing.",Fereshteh Sadeghi,https://dblp.org/pid/13/7270.html,ICCV,2015
"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing.",Santosh Kumar Divvala,https://dblp.org/pid/83/7658.html,ICCV,2015
"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing.",Hannaneh Hajishirzi,https://dblp.org/pid/52/1296.html,ICCV,2015
"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing.",Yejin Choi,https://dblp.org/pid/89/579-1.html,ICCV,2015
"Segment-Phrase Table for Semantic Segmentation, Visual Entailment and Paraphrasing.",Ali Farhadi,https://dblp.org/pid/37/5826.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Yukun Zhu,https://dblp.org/pid/18/10777.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Ryan Kiros,https://dblp.org/pid/222/9495.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Richard S. Zemel,https://dblp.org/pid/16/6366.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Ruslan Salakhutdinov,https://dblp.org/pid/62/5884.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Raquel Urtasun,https://dblp.org/pid/u/RaquelUrtasun.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Antonio Torralba,https://dblp.org/pid/t/AntonioBTorralba.html,ICCV,2015
Aligning Books and Movies: Towards Story-Like Visual Explanations by Watching Movies and Reading Books.,Sanja Fidler,https://dblp.org/pid/08/6607.html,ICCV,2015
Learning Query and Image Similarities with Ranking Canonical Correlation Analysis.,Ting Yao,https://dblp.org/pid/84/8277.html,ICCV,2015
Learning Query and Image Similarities with Ranking Canonical Correlation Analysis.,Tao Mei,https://dblp.org/pid/12/5444-1.html,ICCV,2015
Learning Query and Image Similarities with Ranking Canonical Correlation Analysis.,Chong-Wah Ngo,https://dblp.org/pid/30/4265.html,ICCV,2015
Learning to See by Moving.,Pulkit Agrawal,https://dblp.org/pid/149/2672.html,ICCV,2015
Learning to See by Moving.,João Carreira,https://dblp.org/pid/61/5621.html,ICCV,2015
Learning to See by Moving.,Jitendra Malik,https://dblp.org/pid/58/2944.html,ICCV,2015
Object Detection Using Generalization and Efficiency Balanced Co-Occurrence Features.,Haoyu Ren,https://dblp.org/pid/53/8616.html,ICCV,2015
Object Detection Using Generalization and Efficiency Balanced Co-Occurrence Features.,Ze-Nian Li,https://dblp.org/pid/l/ZeNianLi.html,ICCV,2015
Mining And-Or Graphs for Graph Matching and Object Discovery.,Quanshi Zhang,https://dblp.org/pid/46/7793.html,ICCV,2015
Mining And-Or Graphs for Graph Matching and Object Discovery.,Ying Nian Wu,https://dblp.org/pid/18/568.html,ICCV,2015
Mining And-Or Graphs for Graph Matching and Object Discovery.,Song-Chun Zhu,https://dblp.org/pid/10/10313.html,ICCV,2015
Pose Induction for Novel Object Categories.,Shubham Tulsiani,https://dblp.org/pid/135/6623.html,ICCV,2015
Pose Induction for Novel Object Categories.,João Carreira,https://dblp.org/pid/61/5621.html,ICCV,2015
Pose Induction for Novel Object Categories.,Jitendra Malik,https://dblp.org/pid/58/2944.html,ICCV,2015
Dynamic Texture Recognition via Orthogonal Tensor Dictionary Learning.,Yuhui Quan,https://dblp.org/pid/62/10771.html,ICCV,2015
Dynamic Texture Recognition via Orthogonal Tensor Dictionary Learning.,Yan Huang,https://dblp.org/pid/75/6434-31.html,ICCV,2015
Dynamic Texture Recognition via Orthogonal Tensor Dictionary Learning.,Hui Ji,https://dblp.org/pid/52/6573.html,ICCV,2015
Convolutional Channel Features.,Bin Yang,https://dblp.org/pid/77/377-22.html,ICCV,2015
Convolutional Channel Features.,Junjie Yan,https://dblp.org/pid/115/9656.html,ICCV,2015
Convolutional Channel Features.,Zhen Lei,https://dblp.org/pid/55/112-1.html,ICCV,2015
Convolutional Channel Features.,Stan Z. Li,https://dblp.org/pid/l/StanZLi.html,ICCV,2015
Local Convolutional Features with Unsupervised Training for Image Retrieval.,Mattis Paulin,https://dblp.org/pid/117/4773.html,ICCV,2015
Local Convolutional Features with Unsupervised Training for Image Retrieval.,Matthijs Douze,https://dblp.org/pid/64/5801.html,ICCV,2015
Local Convolutional Features with Unsupervised Training for Image Retrieval.,Zaïd Harchaoui,https://dblp.org/pid/39/2793.html,ICCV,2015
Local Convolutional Features with Unsupervised Training for Image Retrieval.,Julien Mairal,https://dblp.org/pid/49/6555.html,ICCV,2015
Local Convolutional Features with Unsupervised Training for Image Retrieval.,Florent Perronnin,https://dblp.org/pid/51/1537.html,ICCV,2015
Local Convolutional Features with Unsupervised Training for Image Retrieval.,Cordelia Schmid,https://dblp.org/pid/s/CordeliaSchmid.html,ICCV,2015
RIDE: Reversal Invariant Descriptor Enhancement.,Lingxi Xie,https://dblp.org/pid/123/2869.html,ICCV,2015
RIDE: Reversal Invariant Descriptor Enhancement.,Jingdong Wang,https://dblp.org/pid/49/3441.html,ICCV,2015
RIDE: Reversal Invariant Descriptor Enhancement.,Weiyao Lin,https://dblp.org/pid/42/6095.html,ICCV,2015
RIDE: Reversal Invariant Descriptor Enhancement.,Bo Zhang,https://dblp.org/pid/36/2259-10.html,ICCV,2015
RIDE: Reversal Invariant Descriptor Enhancement.,Qi Tian,https://dblp.org/pid/78/1467-1.html,ICCV,2015
